Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Proft,Operating Margin,Sales Method
Amazon,1185732,6/22/2021,Southeast,Kentucky,Louisville,Men's Athletic Footwear,35,275,9625,3369,0.35,Online
Amazon,1185732,6/22/2021,Southeast,Kentucky,Louisville,Women's Street Footwear,30,225,6750,2700,0.4,Online
Amazon,1185732,6/22/2021,Southeast,Kentucky,Louisville,Women's Athletic Footwear,30,200,6000,2400,0.4,Online
Amazon,1185732,6/22/2021,Southeast,Kentucky,Louisville,Men's Apparel,50,200,10000,3500,0.35,Online
Amazon,1185732,6/22/2021,Southeast,Kentucky,Louisville,Women's Apparel,55,375,20625,8250,0.4,Online
Amazon,1185732,7/21/2021,Southeast,Kentucky,Louisville,Men's Street Footwear,50,600,30000,12000,0.4,Online
Amazon,1185732,7/21/2021,Southeast,Kentucky,Louisville,Men's Athletic Footwear,45,350,15750,5513,0.35,Online
Amazon,1185732,7/21/2021,Southeast,Kentucky,Louisville,Women's Street Footwear,40,275,11000,4400,0.4,Online
Amazon,1185732,7/21/2021,Southeast,Kentucky,Louisville,Women's Athletic Footwear,40,225,9000,3600,0.4,Online
Amazon,1185732,7/21/2021,Southeast,Kentucky,Louisville,Men's Apparel,50,250,12500,4375,0.35,Online
Amazon,1185732,7/21/2021,Southeast,Kentucky,Louisville,Women's Apparel,55,425,23375,9350,0.4,Online
Amazon,1185732,8/22/2021,Southeast,Kentucky,Louisville,Men's Street Footwear,50,575,28750,11500,0.4,Online
Amazon,1185732,8/22/2021,Southeast,Kentucky,Louisville,Men's Athletic Footwear,45,350,15750,5513,0.35,Online
Amazon,1185732,8/22/2021,Southeast,Kentucky,Louisville,Women's Street Footwear,40,275,11000,4400,0.4,Online
Amazon,1185732,8/22/2021,Southeast,Kentucky,Louisville,Women's Athletic Footwear,40,250,10000,4000,0.4,Online
Amazon,1185732,8/22/2021,Southeast,Kentucky,Louisville,Men's Apparel,50,225,11250,3938,0.35,Online
Amazon,1185732,8/22/2021,Southeast,Kentucky,Louisville,Women's Apparel,55,400,22000,8800,0.4,Online
Amazon,1185732,9/23/2021,Southeast,Kentucky,Louisville,Men's Street Footwear,50,525,26250,10500,0.4,Online
Amazon,1185732,9/23/2021,Southeast,Kentucky,Louisville,Men's Athletic Footwear,45,325,14625,5119,0.35,Online
Amazon,1185732,9/23/2021,Southeast,Kentucky,Louisville,Women's Street Footwear,35,225,7875,3150,0.4,Online
Amazon,1185732,9/23/2021,Southeast,Kentucky,Louisville,Women's Athletic Footwear,35,200,7000,2800,0.4,Online
Amazon,1185732,9/23/2021,Southeast,Kentucky,Louisville,Men's Apparel,45,200,9000,3150,0.35,Online
Amazon,1185732,9/23/2021,Southeast,Kentucky,Louisville,Women's Apparel,50,275,13750,5500,0.4,Online
Amazon,1185732,10/22/2021,Southeast,Kentucky,Louisville,Men's Street Footwear,55,450,24750,9900,0.4,Online
Amazon,1185732,10/22/2021,Southeast,Kentucky,Louisville,Men's Athletic Footwear,45,275,12375,4331,0.35,Online
Amazon,1185732,10/22/2021,Southeast,Kentucky,Louisville,Women's Street Footwear,45,175,7875,3150,0.4,Online
Amazon,1185732,10/22/2021,Southeast,Kentucky,Louisville,Women's Athletic Footwear,45,150,6750,2700,0.4,Online
Amazon,1185732,10/22/2021,Southeast,Kentucky,Louisville,Men's Apparel,55,150,8250,2888,0.35,Online
Amazon,1185732,10/22/2021,Southeast,Kentucky,Louisville,Women's Apparel,55,275,15125,6050,0.4,Online
Amazon,1185732,11/22/2021,Southeast,Kentucky,Louisville,Men's Street Footwear,50,425,21250,8500,0.4,Online
Amazon,1185732,11/22/2021,Southeast,Kentucky,Louisville,Men's Athletic Footwear,40,275,11000,3850,0.35,Online
Amazon,1185732,11/22/2021,Southeast,Kentucky,Louisville,Women's Street Footwear,45,220,9900,3960,0.4,Online
Amazon,1185732,10/15/2021,Northeast,Massachusetts,Boston,Women's Apparel,70,225,15750,4725,0.3,In-store
Amazon,1185732,11/14/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,65,375,24375,7313,0.3,In-store
Amazon,1185732,11/14/2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,55,300,16500,4950,0.3,In-store
Amazon,1185732,11/14/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,55,295,16225,4056,0.25,In-store
Amazon,1185732,11/14/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,55,275,15125,3781,0.25,In-store
Amazon,1185732,11/14/2021,Northeast,Massachusetts,Boston,Men's Apparel,65,250,16250,4063,0.25,In-store
Amazon,1185732,11/14/2021,Northeast,Massachusetts,Boston,Women's Apparel,70,350,24500,7350,0.3,In-store
Amazon,1185732,12/13/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,65,575,37375,11213,0.3,In-store
Amazon,1185732,12/13/2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,55,375,20625,6188,0.3,In-store
Amazon,1185732,12/13/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,55,350,19250,4813,0.25,In-store
Amazon,1185732,12/13/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,55,300,16500,4125,0.25,In-store
Amazon,1185732,12/13/2021,Northeast,Massachusetts,Boston,Men's Apparel,65,300,19500,4875,0.25,In-store
Amazon,1185732,12/13/2021,Northeast,Massachusetts,Boston,Women's Apparel,70,400,28000,8400,0.3,In-store
Amazon,1185732,1/14/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,45,525,23625,10631,0.45,In-store
Amazon,1185732,1/14/2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,45,325,14625,6581,0.45,In-store
Amazon,1185732,1/14/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,35,325,11375,3981,0.35,In-store
Amazon,1185732,1/14/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,40,175,7000,2450,0.35,In-store
Amazon,1185732,1/14/2021,Northeast,Massachusetts,Boston,Men's Apparel,55,225,12375,4331,0.35,In-store
Amazon,1185732,1/14/2021,Northeast,Massachusetts,Boston,Women's Apparel,45,325,14625,5850,0.4,In-store
Amazon,1185732,2/12/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,45,575,25875,11644,0.45,In-store
Amazon,1185732,2/12/2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,45,225,10125,4556,0.45,In-store
Amazon,1185732,2/12/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,35,275,9625,3369,0.35,In-store
Amazon,1185732,2/12/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,40,150,6000,2100,0.35,In-store
Amazon,1185732,2/12/2021,Northeast,Vermont,Burlington,Men's Apparel,55,225,12375,4331,0.35,In-store
Amazon,1185732,2/12/2021,Northeast,Vermont,Burlington,Women's Apparel,45,325,14625,5850,0.4,In-store
Amazon,1185732,3/10/2021,Northeast,Vermont,Burlington,Men's Street Footwear,45,545,24525,11036,0.45,In-store
Amazon,1185732,3/10/2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,45,250,11250,5063,0.45,In-store
Amazon,1185732,3/10/2021,Northeast,Vermont,Burlington,Women's Street Footwear,35,275,9625,3369,0.35,In-store
Amazon,1185732,3/10/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,40,125,5000,1750,0.35,In-store
Amazon,1185732,3/10/2021,Northeast,Vermont,Burlington,Men's Apparel,55,175,9625,3369,0.35,In-store
Amazon,1185732,3/10/2021,Northeast,Vermont,Burlington,Women's Apparel,45,275,12375,4950,0.4,In-store
Amazon,1185732,4/11/2021,Northeast,Vermont,Burlington,Men's Street Footwear,45,525,23625,10631,0.45,In-store
Amazon,1185732,4/11/2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,45,225,10125,4556,0.45,In-store
Amazon,1185732,4/11/2021,Northeast,Vermont,Burlington,Women's Street Footwear,35,225,7875,2756,0.35,In-store
Amazon,1185732,4/11/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,40,150,6000,2100,0.35,In-store
Amazon,1185732,4/11/2021,Northeast,Vermont,Burlington,Men's Apparel,55,150,8250,2888,0.35,In-store
Amazon,1185732,4/11/2021,Northeast,Vermont,Burlington,Women's Apparel,45,300,13500,5400,0.4,In-store
Amazon,1185732,5/10/2021,Northeast,Vermont,Burlington,Men's Street Footwear,60,570,34200,15390,0.45,In-store
Amazon,1185732,5/10/2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,55,275,15125,6806,0.45,In-store
Amazon,1185732,5/10/2021,Northeast,Vermont,Burlington,Women's Street Footwear,50,300,15000,5250,0.35,In-store
Amazon,1185732,5/10/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,50,250,12500,4375,0.35,In-store
Amazon,1185732,5/10/2021,Northeast,Vermont,Burlington,Men's Apparel,60,275,16500,5775,0.35,In-store
Amazon,1185732,5/10/2021,Northeast,Vermont,Burlington,Women's Apparel,65,400,26000,10400,0.4,In-store
Amazon,1185732,6/12/2021,Northeast,Vermont,Burlington,Men's Street Footwear,60,650,39000,17550,0.45,In-store
Amazon,1185732,6/12/2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,55,400,22000,9900,0.45,In-store
Amazon,1185732,6/12/2021,Northeast,Vermont,Burlington,Women's Street Footwear,50,325,16250,5688,0.35,In-store
Amazon,1185732,6/12/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,50,300,15000,5250,0.35,In-store
Amazon,1185732,6/12/2021,Northeast,Vermont,Burlington,Men's Apparel,60,300,18000,6300,0.35,In-store
Amazon,1185732,6/12/2021,Northeast,Vermont,Burlington,Women's Apparel,65,450,29250,11700,0.4,In-store
Amazon,1185732,7/10/2021,Northeast,Vermont,Burlington,Men's Street Footwear,60,675,40500,18225,0.45,In-store
Amazon,1185732,7/10/2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,55,425,23375,10519,0.45,In-store
Amazon,1185732,7/10/2021,Northeast,Vermont,Burlington,Women's Street Footwear,50,350,17500,6125,0.35,In-store
Amazon,1185732,7/10/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,50,300,15000,5250,0.35,In-store
Amazon,1185732,7/10/2021,Northeast,Vermont,Burlington,Men's Apparel,60,325,19500,6825,0.35,In-store
Amazon,1185732,7/10/2021,Northeast,Vermont,Burlington,Women's Apparel,65,500,32500,13000,0.4,In-store
Amazon,1185732,8/11/2021,Northeast,Vermont,Burlington,Men's Street Footwear,60,650,39000,17550,0.45,In-store
Amazon,1185732,8/11/2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,55,425,23375,10519,0.45,In-store
Amazon,1185732,8/11/2021,Northeast,Vermont,Burlington,Women's Street Footwear,50,350,17500,6125,0.35,In-store
Amazon,1185732,8/11/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,50,250,12500,4375,0.35,In-store
Amazon,1185732,8/11/2021,Northeast,Vermont,Burlington,Men's Apparel,60,225,13500,4725,0.35,In-store
Amazon,1185732,8/11/2021,Northeast,Vermont,Burlington,Women's Apparel,65,400,26000,10400,0.4,In-store
Amazon,1185732,9/10/2021,Northeast,Vermont,Burlington,Men's Street Footwear,60,525,31500,14175,0.45,In-store
Amazon,1185732,9/10/2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,55,325,17875,8044,0.45,In-store
Amazon,1185732,9/10/2021,Northeast,Vermont,Burlington,Women's Street Footwear,50,225,11250,3938,0.35,In-store
Amazon,1185732,9/10/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,50,200,10000,3500,0.35,In-store
Amazon,1185732,9/10/2021,Northeast,Vermont,Burlington,Men's Apparel,60,200,12000,4200,0.35,In-store
Amazon,1185732,9/10/2021,Northeast,Vermont,Burlington,Women's Apparel,65,300,19500,7800,0.4,In-store
Amazon,1185732,10/12/2021,Northeast,Vermont,Burlington,Men's Street Footwear,65,475,30875,13894,0.45,In-store
Amazon,1185732,10/12/2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,60,300,18000,8100,0.45,In-store
Amazon,1185732,10/12/2021,Northeast,Vermont,Burlington,Women's Street Footwear,60,200,12000,4200,0.35,In-store
Amazon,1185732,10/12/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,60,175,10500,3675,0.35,In-store
Amazon,1185732,10/12/2021,Northeast,Vermont,Burlington,Men's Apparel,70,175,12250,4288,0.35,In-store
Amazon,1185732,11/11/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,60,300,18000,6300,0.35,In-store
Amazon,1185732,11/11/2021,Northeast,Vermont,Burlington,Men's Apparel,70,275,19250,6738,0.35,In-store
Amazon,1185732,11/11/2021,Northeast,Vermont,Burlington,Women's Apparel,75,375,28125,11250,0.4,In-store
Amazon,1185732,12/10/2021,Northeast,Vermont,Burlington,Men's Street Footwear,70,600,42000,18900,0.45,In-store
Amazon,1185732,12/10/2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,60,400,24000,10800,0.45,In-store
Amazon,1185732,12/10/2021,Northeast,Vermont,Burlington,Women's Street Footwear,60,375,22500,7875,0.35,In-store
Amazon,1185732,12/10/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,60,325,19500,6825,0.35,In-store
Amazon,1185732,12/10/2021,Northeast,Vermont,Burlington,Men's Apparel,70,325,22750,7963,0.35,In-store
Amazon,1185732,12/10/2021,Northeast,Vermont,Burlington,Women's Apparel,75,425,31875,12750,0.4,In-store
Amazon,1185732,1/21/2021,Northeast,Vermont,Burlington,Men's Street Footwear,50,525,26250,10500,0.4,In-store
Amazon,1185732,1/21/2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,50,325,16250,6500,0.4,In-store
Amazon,1185732,1/21/2021,Northeast,Vermont,Burlington,Women's Street Footwear,40,325,13000,3900,0.3,In-store
Amazon,1185732,1/21/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,45,175,7875,2363,0.3,In-store
Amazon,1185732,1/21/2021,Northeast,Vermont,Burlington,Men's Apparel,60,225,13500,4050,0.3,In-store
Amazon,1185732,1/21/2021,Northeast,Vermont,Burlington,Women's Apparel,50,325,16250,5688,0.35,In-store
Amazon,1185732,2/19/2021,Northeast,Vermont,Burlington,Men's Street Footwear,50,600,30000,12000,0.4,In-store
Amazon,1185732,2/19/2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,50,250,12500,5000,0.4,In-store
Amazon,1185732,2/19/2021,Northeast,Vermont,Burlington,Women's Street Footwear,40,300,12000,3600,0.3,In-store
Amazon,1185732,2/19/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,45,200,9000,2700,0.3,In-store
Amazon,1185732,2/19/2021,Northeast,New Hampshire,Manchester,Men's Apparel,60,275,16500,4950,0.3,In-store
Amazon,1185732,2/19/2021,Northeast,New Hampshire,Manchester,Women's Apparel,50,375,18750,6563,0.35,In-store
Amazon,1185732,3/17/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,50,570,28500,11400,0.4,In-store
Amazon,1185732,3/17/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,50,275,13750,5500,0.4,In-store
Amazon,1185732,3/17/2021,Northeast,New Hampshire,Manchester,Women's Street Footwear,40,300,12000,3600,0.3,In-store
Amazon,1185732,3/17/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,45,150,6750,2025,0.3,In-store
Amazon,1185732,3/17/2021,Northeast,New Hampshire,Manchester,Men's Apparel,60,200,12000,3600,0.3,In-store
Amazon,1185732,3/17/2021,Northeast,New Hampshire,Manchester,Women's Apparel,50,300,15000,5250,0.35,In-store
Amazon,1185732,4/18/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,50,550,27500,11000,0.4,In-store
Amazon,1185732,4/18/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,50,250,12500,5000,0.4,In-store
Amazon,1185732,4/18/2021,Northeast,New Hampshire,Manchester,Women's Street Footwear,40,250,10000,3000,0.3,In-store
Amazon,1185732,4/18/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,45,175,7875,2363,0.3,In-store
Amazon,1185732,4/18/2021,Northeast,New Hampshire,Manchester,Men's Apparel,60,175,10500,3150,0.3,In-store
Amazon,1185732,4/18/2021,Northeast,New Hampshire,Manchester,Women's Apparel,50,325,16250,5688,0.35,In-store
Amazon,1185732,5/17/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,65,595,38675,15470,0.4,In-store
Amazon,1185732,5/17/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,60,300,18000,7200,0.4,In-store
Amazon,1185732,5/17/2021,Northeast,New Hampshire,Manchester,Women's Street Footwear,55,325,17875,5363,0.3,In-store
Amazon,1185732,5/17/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,55,275,15125,4538,0.3,In-store
Amazon,1185732,5/17/2021,Northeast,New Hampshire,Manchester,Men's Apparel,65,300,19500,5850,0.3,In-store
Amazon,1185732,5/17/2021,Northeast,New Hampshire,Manchester,Women's Apparel,70,425,29750,10413,0.35,In-store
Amazon,1185732,6/19/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,65,675,43875,17550,0.4,In-store
Amazon,1185732,6/19/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,60,425,25500,10200,0.4,In-store
Amazon,1185732,6/19/2021,Northeast,New Hampshire,Manchester,Women's Street Footwear,55,350,19250,5775,0.3,In-store
Amazon,1185732,6/19/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,55,325,17875,5363,0.3,In-store
Amazon,1185732,6/19/2021,Northeast,New Hampshire,Manchester,Men's Apparel,65,325,21125,6338,0.3,In-store
Amazon,1185732,6/19/2021,Northeast,New Hampshire,Manchester,Women's Apparel,70,475,33250,11638,0.35,In-store
Amazon,1185732,7/17/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,65,700,45500,18200,0.4,In-store
Amazon,1185732,7/17/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,60,450,27000,10800,0.4,Outlet
Amazon,1185732,7/17/2021,Northeast,New Hampshire,Manchester,Women's Street Footwear,55,375,20625,6188,0.3,Outlet
Amazon,1185732,7/17/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,55,325,17875,5363,0.3,Outlet
Amazon,1185732,7/17/2021,Northeast,New Hampshire,Manchester,Men's Apparel,65,350,22750,6825,0.3,Outlet
Amazon,1185732,7/17/2021,Northeast,New Hampshire,Manchester,Women's Apparel,70,525,36750,12863,0.35,Outlet
Amazon,1185732,8/18/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,65,675,43875,17550,0.4,Outlet
Amazon,1185732,8/18/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,60,450,27000,10800,0.4,Outlet
Amazon,1185732,8/18/2021,Northeast,New Hampshire,Manchester,Women's Street Footwear,55,375,20625,6188,0.3,Outlet
Amazon,1185732,8/18/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,55,275,15125,4538,0.3,Outlet
Amazon,1185732,8/18/2021,Northeast,New Hampshire,Manchester,Men's Apparel,65,250,16250,4875,0.3,Outlet
Amazon,1185732,8/18/2021,Northeast,New Hampshire,Manchester,Women's Apparel,70,425,29750,10413,0.35,Outlet
Amazon,1185732,9/17/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,65,550,35750,14300,0.4,Outlet
Amazon,1185732,9/17/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,60,350,21000,8400,0.4,Outlet
Amazon,1185732,9/17/2021,Northeast,New Hampshire,Manchester,Women's Street Footwear,55,250,13750,4125,0.3,Outlet
Amazon,1185732,9/17/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,55,225,12375,3713,0.3,Outlet
Amazon,1185732,9/17/2021,Northeast,New Hampshire,Manchester,Men's Apparel,65,225,14625,4388,0.3,Outlet
Amazon,1185732,9/17/2021,Northeast,New Hampshire,Manchester,Women's Apparel,70,325,22750,7963,0.35,Outlet
Amazon,1185732,10/12/2021,South,Alabama,Birmingham,Men's Street Footwear,38,117,445,222,0.5,Online
Amazon,1185732,10/13/2021,South,Alabama,Birmingham,Men's Athletic Footwear,38,75,285,131,0.46,Online
Amazon,1185732,10/14/2021,South,Alabama,Birmingham,Women's Street Footwear,28,63,176,92,0.52,Online
Amazon,1185732,10/15/2021,South,Alabama,Birmingham,Women's Athletic Footwear,34,28,95,39,0.41,Online
Amazon,1185732,10/16/2021,Northeast,Maine,Portland,Men's Apparel,47,42,197,77,0.39,Online
Amazon,1185732,10/17/2021,Northeast,Maine,Portland,Women's Apparel,38,68,258,134,0.52,Online
Amazon,1185732,10/18/2021,Northeast,Maine,Portland,Men's Street Footwear,38,140,532,261,0.49,Online
Amazon,1185732,10/19/2021,Northeast,Maine,Portland,Men's Athletic Footwear,38,45,171,80,0.47,Online
Amazon,1185732,10/20/2021,Northeast,Maine,Portland,Women's Street Footwear,29,60,174,92,0.53,Online
Amazon,1185732,10/21/2021,Northeast,Maine,Portland,Women's Athletic Footwear,34,19,65,27,0.42,Online
Amazon,1185732,10/22/2021,Northeast,Maine,Portland,Men's Apparel,46,45,207,81,0.39,Online
Amazon,1185732,10/23/2021,Northeast,Maine,Portland,Women's Apparel,37,63,233,119,0.51,Online
Amazon,1185732,10/24/2021,Northeast,Maine,Portland,Men's Street Footwear,39,127,495,243,0.49,Online
Amazon,1185732,10/25/2021,Northeast,Maine,Portland,Men's Athletic Footwear,39,46,179,88,0.49,Online
Amazon,1185732,10/26/2021,Northeast,Maine,Portland,Women's Street Footwear,27,52,140,77,0.55,Online
Amazon,1185732,10/27/2021,Northeast,Maine,Portland,Women's Athletic Footwear,32,13,42,17,0.4,Online
Amazon,1185732,10/28/2021,Northeast,Maine,Portland,Men's Apparel,49,29,142,51,0.36,Online
Amazon,1185732,10/29/2021,Northeast,Maine,Portland,Women's Apparel,36,50,180,99,0.55,Online
Amazon,1185732,10/30/2021,Northeast,Maine,Portland,Men's Street Footwear,37,122,451,217,0.48,Online
Amazon,1185732,10/31/2021,Northeast,Maine,Portland,Men's Athletic Footwear,37,44,163,77,0.47,Online
Amazon,1185732,11/1/2021,Northeast,Maine,Portland,Women's Street Footwear,27,44,119,64,0.54,Online
Amazon,1185732,11/2/2021,Northeast,Maine,Portland,Women's Athletic Footwear,33,21,69,28,0.4,Online
Amazon,1185732,11/3/2021,Northeast,Maine,Portland,Men's Apparel,47,20,94,36,0.38,Online
Amazon,1185732,11/4/2021,Northeast,Maine,Portland,Women's Apparel,39,63,246,125,0.51,Online
Amazon,1185732,11/5/2021,Northeast,Maine,Portland,Men's Street Footwear,52,144,749,337,0.45,Online
Amazon,1185732,11/6/2021,Northeast,Maine,Portland,Men's Athletic Footwear,48,60,288,144,0.5,Online
